source,page,text
c9_advanced_nlp_tasks.pdf,15,"Natural Language Inference (NLI)
●
Natural Language Inference (NLI)，又稱為 Recognizing Textual 
Entailment (RTE)
●
目標：判斷兩個句子之間的邏輯關係。
○
Premise（前提）：給定的一個句子
○
Hypothesis（假設）：需要檢驗的句子
●
三種典型的關係：
○
Entailment（蘊涵）：前提必然導致假設為真。
○
Contradiction（矛盾）：前提與假設互相矛盾。
○
Neutral（中立）：前提與假設無明顯蘊涵或矛盾關係。"
c9_advanced_nlp_tasks.pdf,16,"Example
Premise
Hypothesis
Label
A man is playing a guitar.
A man is making music.
Entailment
A man is playing a guitar.
A man is sleeping.
Contradiction
A man is playing a guitar.
A man is performing on 
stage.
Neutral"
c9_advanced_nlp_tasks.pdf,17,"NLI 挑戰
●
語意理解的細節非常重要（不只是單字比對）
○
Premise: The boy is running a race.
○
Hypothesis: The boy is jogging casually.
○
表面上 ""running"" 和 ""jogging"" 類似，但實際語意不同。""Race"" 暗示競賽、快速，""jogging"" 則是輕
鬆慢跑。
○
標記：Contradiction
●
背景知識（common sense）常常是必要的
○
Premise: A man is buying a ticket at the cinema.
○
Hypothesis: The man is going to watch a movie.
○
前提沒明講「要看電影」，但常識推論「買電影票 → 看電影」。
○
標記：Entailment"
c9_advanced_nlp_tasks.pdf,18,"NLI 挑戰
●
同義詞、上下文推理
○
Premise: The child is eating a sandwich.
○
Hypothesis: The kid is having lunch.
○
""child"" = ""kid"" 是同義詞，""eating a sandwich"" 很可能是吃午餐，需結合語境推理。
○
標記：Entailment 或（如果太寬鬆，也可標 neutral）
●
否定詞、雙重否定等語言現象
○
Premise: No one in the room was unaware of the problem.
○
Hypothesis: Everyone knew about the problem.
○
""No one unaware"" = ""Everyone aware""，必須正確解析雙重否定。
○
標記：Entailment"
c9_advanced_nlp_tasks.pdf,19,"常見資料集
Dataset
特點
難度
SNLI
單一領域、簡單句子
低
MNLI
多領域、正式與口語兼有
中
ANLI
人工設計出容易讓模型出錯的句子關係
Ex: 假設一個模型很容易認為「有相同主詞就代表蘊涵」
Premise: A dog is running outside.
Hypothesis (annotator寫的對抗例子): A dog is sleeping 
peacefully inside the house.
→ contradiction
高"
c9_advanced_nlp_tasks.pdf,20,"NLI 方法
●
BERT 
○
雙向 Transformer 預訓練，然後微調
○
微調方法：
■
把 premise 和 hypothesis 用 [SEP] 分開，一起餵進 Transformer
■
[CLS] token 的向量拿去做三分類（entailment/neutral/contradiction）
●
RoBERTa
○
改進版的 BERT
○
對 NLI：
■
在 MNLI 上微調後能顯著提升泛化到其他領域的能力。"
c9_advanced_nlp_tasks.pdf,21,"NLI 方法
●
DeBERTa（Microsoft）
●
核心創新：
○
相對位置編碼（relative position encoding）
○
分離的內容與位置注意力（disentangled attention）
■
BERT: attention(content + position) → 可能混淆內容與位置的貢獻 (例如：「狗追貓」和「貓
追狗」)
■
DeBERT: attention(content) + attention(position) → 更細緻
●
在 NLI 上特別強，尤其是需要細膩推理（例如 ANLI）時，優於一般 BERT。
●
DeBERTa-large 幾乎在 MNLI、ANLI 上都接近人類水準。"
c9_advanced_nlp_tasks.pdf,22,"NLI 方法
●
T5 / mT5 / Flan-T5 
●
把 NLI 當作一個文字生成任務
○
輸入：""premise: ... hypothesis: ..."" → 直接生成 ""entailment"" / ""neutral"" / ""contradiction""。
●
Flan-T5 加了 instruction tuning，效果更好。
○
訓練資料從「輸入內容 → 輸出答案」變成「指令 + 輸入內容 → 輸出答案」
○
""Translate English to German: The house is small."" → ""Das Haus ist klein.""
○
""Summarize this paragraph:"" → [段落的摘要]
○
""Given premise and hypothesis, predict NLI label:"" → ""entailment""
●
多語言版：mT5，支援跨語言 NLI。"
c9_advanced_nlp_tasks.pdf,23,"Text Summarization
●
Text Summarization是指：自動地將一段長文本，縮短成一段簡潔、保留重點的
內容。
●
Extractive Summarization：從原文中挑選關鍵句子，組成摘要。
●
Abstractive Summarization：重新理解並用自己的話寫出摘要，像人類一樣
重組、改寫。"
c9_advanced_nlp_tasks.pdf,24,"Abstractive Summarization
●
抽取式摘要的局限：
○
只能簡單剪貼原文，無法進行深入整合。
○
缺乏自然的表達，句子銜接生硬。
●
Abstractive 的優勢：
○
能夠理解原文意涵，重新組織與精煉資訊。
○
可以融合多句內容，寫出流暢、自然的新句子。
●
應用場景更廣泛：
○
需要高度語意理解與自然生成的場合，如新聞、自動報告、聊天機器人回答等。"
c9_advanced_nlp_tasks.pdf,25,"Abstractive Summarization 的代表模型
●
基礎架構：Transformer
●
Seq2Seq 預訓練模型：BART, T5
●
摘要特化型模型：PEGASUS
●
通用大模型（Zero/Few-shot 摘要）：UL2, GPT-3.5/GPT-4"
c9_advanced_nlp_tasks.pdf,26,"PEGASUS
●
設計目的：
○
專門為自動摘要任務打造的預訓練模型
○
由 Google Research 在 2020 年提出
●
核心想法：
○
在預訓練階段，故意刪除（mask）一段關鍵句子
○
讓模型學會理解整篇文章並重建缺失內容
○
這種方式模擬了生成摘要的行為
●
預訓練方法：
○
名為 Gap Sentence Generation (GSG)
○
不是隨便遮蓋單詞，而是遮蓋資訊密度最高的句子
○
目標：學會「閱讀整篇→理解→用自己的話補上重點」"
c9_advanced_nlp_tasks.pdf,27,"Gap Sentence Generation (GSG)
●
不是學單字層級的修補，而是學內容層級的重建
●
流程：
1.
讀取一篇完整的原始文本
2.
分析文本中每個句子的資訊密度
a.
以統計方法（例如句子的TF-IDF分數、位置特徵）來判斷哪些句子資訊含量高
b.
資訊密度高的句子通常就是摘要該選取的內容（如主題句、關鍵事實）
3.
遮蔽這些高資訊量句子
4.
讓模型學習：從缺失的文章中生成這些被刪除的重要句子
a.
輸入：刪除關鍵句後的殘缺文章
b.
輸出：原本被刪除的重要句子
5.
自動指標 (如 ROUGE、BERTScore) +人工評估 (Fluency、Coverage、
Faithfulness)"
c9_advanced_nlp_tasks.pdf,28,"Example
●
原始文本：全球暖化導致極端天氣事件頻繁發生。各國政府正在制定新的氣候
政策以應對挑戰。專家建議投資再生能源。
●
GSG操作步驟：
1.
資訊密度分析：發現「全球暖化導致極端天氣事件頻繁發生」是關鍵句
2.
遮蔽關鍵句：拿掉這句，只留其他內容
3.
輸入模型的文本：
■
各國政府正在制定新的氣候政策以應對挑戰。專家建議投資再生能源。
4.
模型要學會生成的內容（目標輸出）：
■
全球暖化導致極端天氣事件頻繁發生。
5.
評估"
c9_advanced_nlp_tasks.pdf,29,"PEGASUS 的特色與優勢
●
高度針對摘要任務設計，效果比一般預訓練模型更好
●
訓練過程更貼近摘要行為，理解與重組能力更強
●
在多個摘要資料集（CNN/DailyMail、XSum等）上，表現超越當時其他模型
●
同時可以應用於多種語言（經微調後適應多語言摘要）
一篇新聞中，會把最關鍵的一句遮掉，讓模型自己寫出那句，像
是在訓練它總結重點。"
c9_advanced_nlp_tasks.pdf,30,"UL2 — Unified Language Learning
●
由 Google 在 2022 年發表
●
設計目的：
○
打破單一預訓練方式的限制
○
同時支持 理解（encoding） 和 生成（decoding） 兩種能力
●
核心想法：
○
Mixture-of-Denoising-Objectives（多種降噪任務混合訓練）
○
模型在預訓練時，同時學會：
■
Masked Language Modeling (BERT式)
■
Next Token Prediction (GPT式)
■
Span Corruption（T5式）
●
讓模型在不同類型任務下都能表現良好（分類、摘要、問答、生成任務都OK）"
c9_advanced_nlp_tasks.pdf,31,"Mixture of Denoising Objectives
整體流程
1.
從預訓練資料庫中隨機取一段文本
2.
隨機選擇一種目標任務（MLM / NTP / SC）
a.
根據設定的機率分佈，有些版本是均勻隨機，有些微調過
3.
根據選中的任務類型，對文本做對應的破壞
4.
將破壞後的文本餵給模型，訓練模型學會復原或生成正確的內容"
c9_advanced_nlp_tasks.pdf,32,"Example
「科學家在火星上發現
了新型微生物，這可能
改變我們對生命起源
的理解。」
●
遮蔽單字：「科學家在 [MASK1] 上發現了新型微生物，這可
能改變我們對 [MASK2] 起源的理解。」
●
模型任務：預測 [MASK1] 是「火星」、[MASK2] 是「生命」。
●
輸入：「科學家在火星上發現了新型微生物，這可能改變我
們對生命」
●
模型任務：預測接下來要生成的詞是「起源的理解」。
●
遮蔽片段：「科學家在 [MASK1]，這可能 [MASK2]。」
●
模型任務：生成 [MASK1]：「火星上發現了新型微生物」； 
[MASK2]：「改變我們對生命起源的理解」。
MLM
NTP
SC"
c9_advanced_nlp_tasks.pdf,33,"UL2 的特色與應用
●
高度彈性：理解任務、生成任務皆適用
●
Prompt-based Learning強化：可以接受各種prompt設計，更容易做
Few-shot/Zero-shot應用
●
學習更全面：預訓練目標涵蓋了不同語言建模任務，比單一目標更健壯
●
UL2 技術也被運用在後來的 PaLM 2（Google大模型） 中，屬於未來大型模型趨
勢之一"
c9_advanced_nlp_tasks.pdf,34,"Example
PEGASUS
UL2
輸入
全球多個國家近期因極端高溫而發布了熱浪警告。
專家指出，氣候變遷導致極端氣候事件頻率增加。
世界衛生組織也呼籲各國政府加強應對措施，以減
少高溫帶來的公共健康威脅。
summarize: 全球多個國家近期因極端高溫
而發布了熱浪警告。專家指出，氣候變遷導致
極端氣候事件頻率增加。世界衛生組織也呼
籲各國政府加強應對措施，以減少高溫帶來
的公共健康威脅。(Prompt)
輸出
氣候變遷加劇熱浪，各國需加強公共健康應對。
隨著氣候變遷導致極端高溫頻發，各國被呼
籲加強應對措施以保障公共健康。
特點
●
簡潔有力，只保留最關鍵資訊。
●
語言自然，像人類寫的摘要。
●
把原文多個句子的重點融合成一句話。
●
仍保留完整背景（氣候變遷 ➔ 熱浪 ➔ 
政府應對）。
●
更重視邏輯銜接與資訊完整性。
●
可以靈活處理較長、較複雜的任務。"
c9_advanced_nlp_tasks.pdf,35,"Machine Translation
●
MT是指將一種語言的文字，自動翻譯成另一種語言的技術
●
核心目標：保留語意、符合語法、流暢自然
●
注意事項
○
Semantic Accuracy
■
翻譯不能改變原文真正的意思
○
Fluency
■
翻譯的句子需要符合目標語言的自然表達，而非直譯
○
Terminology Consistency
■
專有名詞、技術術語必須一致且正確
○
Cultural Appropriateness
■
文化特有表達要做適當調整，避免直譯錯誤
○
Handling Long or Complex Sentences
■
需要能跨越多個子句正確理解結構"
c9_advanced_nlp_tasks.pdf,36,"●
Word Order Differences
○
不同語言的主詞、動詞、受詞順序常不同，需要重新組織句子
●
Ambiguity & Context Dependence
○
bank → 銀行 or 河岸
●
Long-Distance Dependencies
○
遠距離詞語之間存在依賴關係，例如英語關係子句、德語動詞尾置現象
○
Ex: The book that the teacher who arrived yesterday recommended is very interesting.
●
Low-Resource Languages
○
資料量少的語言翻譯困難，容易導致模型欠佳
●
Style and Emotion Transfer
○
I can't believe you did this!
■
我真不敢相信你竟然做了這種事！(憤怒)
■
我真的不敢相信你會這麼做！(驚訝)
主要難點"
c9_advanced_nlp_tasks.pdf,37,"MT 方法
●
預訓練-微調
○
先在大規模無標記資料上預訓練，然後針對特定語言對微調
○
範例：mBART、MASS
●
多語言機器翻譯
○
訓練一個模型同時處理多個語言
○
代表作：M2M-100, NLLB-200
○
特點：直接跨語言翻譯，支援低資源語言"
c9_advanced_nlp_tasks.pdf,38,"MT 方法
●
知識蒸餾與輕量化
○
壓縮大型翻譯模型，讓翻譯系統可以在手機、邊緣裝置上運作
○
範例：TinyMT、Distilled Transformer
●
生成式AI
○
新興趨勢：使用大型語言模型（如GPT、Gemini）處理翻譯，尤其在極少量學習
（Few-shot/Zero-shot）場景有潛力"
c9_advanced_nlp_tasks.pdf,39,"mBART vs BART
mBART ≠ BART + multilingual data
●
訓練語言數量不同
○
BART：只訓練英文
○
mBART：一次訓練了25種語言（第一版，後來還有更多版本），而且這些語言共享一個共同詞彙
表
●
詞彙表設計不同
○
BART：
■
使用標準的英文Byte-Pair Encoding (BPE) 分詞器
○
mBART：
■
使用多語言BPE（Multilingual BPE），設計時讓不同語言能共用同一套 subword units  （i.e. 
一個超大共通字典，不管拿哪一種語言來，都可以對應到這個字典裡的子詞）
■
Ex: 這個 model 的 performance 真的非常 impressive
■
當模型學會一種語言，就能幫助理解另一種語言"
c9_advanced_nlp_tasks.pdf,40,"●
訓練資料破壞方式略有不同
○
BART：
■
會做各種破壞：隨機遮蔽、刪除字元、打亂字順、句子遮蔽等等
○
mBART：
■
強調 span masking（遮蔽連續片段），更接近翻譯任務中所需要的無中生有與長度伸縮能
力，以及常遇到的資訊缺失情境（例如日文經常省略主詞）
●
輸出方式上額外加入了語言ID標籤
○
BART：
■
輸入和輸出都只是一般句子
○
mBART：
■
在每個輸入序列的最開頭加入一個語言ID token（例如 <zh>、<fr>），提示模型這是什麼語
言的資料，且目標語言也用語言ID提示，避免模型錯亂
mBART vs BART"
c9_advanced_nlp_tasks.pdf,41,"●
M2M-100 是由 Facebook AI（Meta AI）在 2020 年提出的一個多語言機器翻譯模
型。
M2M-100
Traditional approach
中文 ➔ 英語 ➔ 法語
問題：會累積兩次翻譯誤差，而且中間
語意容易扭曲。"
